Fluorescein_6nM_1.ptu	 	 
Correlation time[ms]	G(t)[10{^-3}]	±Err [10{^-3}]
1.89394924268031	3.87885490084378	0.15318006236881
1.99635190514953	3.6012185028071	0.15899293213592
2.14995589885337	3.41036792139252	0.105935991932649
2.35476122379182	3.06890768460847	0.115471534922311
2.55956654873027	2.66911353672575	0.117923229296659
2.76437187366872	2.51310973853614	0.12231957413255
2.96917719860716	2.34059592041203	0.0910353273351438
3.17398252354561	2.07712200222185	0.119287965949321
3.37878784848406	1.97625249085709	0.112095070255586
3.58359317342251	2.09093524705814	0.15237439167854
3.78839849836096	1.93212693876777	0.147916672040101
3.99320382329941	1.97302692261427	0.118308254845319
4.30041181070708	1.725512807054	0.117014534563906
4.71002246058398	1.3622180169692	0.0770689890080587
5.11963311046087	1.31474735824082	0.106438337443371
5.52924376033777	1.18251527727064	0.0831018454897444
5.93885441021467	1.09350182572884	0.119213793837648
6.34846506009156	0.738597403976596	0.135628082963176
6.75807570996846	0.780525439522651	0.127798855322269
7.16768635984536	0.654843098617772	0.0836312554431727
7.57729700972225	0.49960418515668	0.0917747714253554
7.98690765959915	0.65086126701509	0.103961681789819
8.60132363441449	0.501429060702999	0.107057043495426
9.42054493416829	0.385792034206128	0.0827352057557459
10.2397662339221	0.559062498521024	0.0669872628384445
11.0589875336759	0.322956566150228	0.101326703643777
11.8782088334297	0.355479868084336	0.106608693334534
12.6974301331835	0.231335913417882	0.105411116261521
13.5166514329373	0.196390798115019	0.0903532161705169
14.335872732691	0.416862585532982	0.0723542681324378
15.1550940324448	0.396637334283586	0.0839623509064427
15.9743153321986	0.152931096919801	0.11391681946934
17.2031472818293	0.254779741919503	0.067596303775041
18.8415898813369	0.0580845338490097	0.0853150412151597
20.4800324808445	0.00380508128553506	0.052179719629449
22.1184750803521	-0.039812581568768	0.0864310185625491
23.7569176798597	0.155723850669695	0.0842773492291454
25.3953602793673	0.218114958115963	0.0651239540382438
27.0338028788749	0.113755248576376	0.0481987037475635
28.6722454783824	0.0705606759686558	0.0696746965000096
30.31068807789	-0.0937130212639752	0.0978485059207193
31.9491306773976	-0.101277239950153	0.0739657893354387
34.406794576659	-0.0830216308973284	0.0698864829255465
37.6836797756742	-0.107943750585207	0.0651708311470151
40.9605649746893	0.105881451323548	0.0694828241371185
44.2374501737045	0.0585324404428071	0.0596064488912209
47.5143353727197	-0.00531657277277626	0.100306801223614
50.7912205717349	0.0415363040306725	0.0680938897257378
54.06810577075	-0.0629403690278727	0.0707366901689578
57.3449909697652	-0.138758463962084	0.0658327371970089
60.6218761687804	-0.0458839341744252	0.0814616209898598
63.8987613677956	-0.028994044763208	0.0632635390544771
68.8140891663183	-0.0909063783002106	0.0674796278036415
75.3678595643487	-0.086156826968568	0.0720194536663038
81.921629962379	-0.122782891351056	0.0968667184045362
88.4754003604094	-0.138452049623317	0.098704326422999
95.0291707584397	-0.135091897447602	0.0796063987176339
101.58294115647	-0.0306619081034822	0.0681700544596398
108.1367115545	-0.0466397975687091	0.0855484353528404
114.690481952531	-0.0184616272074971	0.0859887575391897
121.244252350561	-0.111598809436173	0.100244779194821
127.798022748591	-0.0771873040808421	0.106303821810801
137.628678345637	-0.107687213594612	0.103308993587638
150.736219141698	-0.00880123855622415	0.0872573942389149
163.843759937758	-0.0128907467148547	0.102873273219256
176.951300733819	0.000804258333640504	0.066119628812403
190.05884152988	-0.0160128719171059	0.0796663149277167
203.16638232594	-0.0507610180214437	0.078465031591949
216.273923122001	-0.0524746295244874	0.110750025581232
229.381463918062	0.0162892107085155	0.104113973230642
242.489004714123	-0.0668964837205887	0.0976564214391699
255.596545510183	-0.113982518038626	0.105980932257552
275.257856704274	-0.0911702618304807	0.121548455207707
301.472938296396	-0.0338920197915167	0.124589602289178
327.688019888517	-0.115084517260001	0.117998257270398
353.903101480639	-0.108549396547229	0.0990983828304567
380.11818307276	-0.0610766604735426	0.103006886386443
406.333264664881	0.0219818772940796	0.133280761851838
432.548346257003	-0.0375351422967015	0.126103800697495
458.763427849124	-0.0108410350001532	0.13124998798228
484.978509441246	-0.143949171426009	0.143528947858086
511.193591033367	-0.0765036936317046	0.132151766575898
550.516213421549	-0.173979675412796	0.133184991864622
602.946376605792	-0.147188125889635	0.131377718793
655.376539790034	-0.107163610819382	0.142080463615445
707.806702974277	-0.0862523924553545	0.141027185228427
760.23686615852	-0.169770799277102	0.176010003557409
812.667029342763	-0.145131497529803	0.17381222522905
865.097192527006	-0.199247765994654	0.164717789252229
917.527355711248	-0.312136427946295	0.157366740335466
969.957518895491	-0.312935270520015	0.164848400194369
1022.38768207973	-0.292699113280951	0.164095462148162
